REACTANT,REAGENT,PRODUCT,REACTION_TYPE
CCOC(C(=O)NCc1ccc(C#N)cc1)c1c(F)cc(-c2ccccc2C=O)cc1F,CCO.[BH4-].[Na+],CCOC(C(=O)NCc1ccc(C#N)cc1)c1c(F)cc(-c2ccccc2CO)cc1F,reduction
COc1cc(N)cc(OC)c1OC.Cc1c(C#N)ccc2nc(N)nc(N)c12,CC(=O)O.O.[H][H],COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,reduction
CCOC(=O)CCn1c(C)cnc(NCC(F)(F)c2ccccc2)c1=O,C1CCOC1.CO.ClCCl.O.[BH4-].[Na+],Cc1cnc(NCC(F)(F)c2ccccc2)c(=O)n1CCCO,reduction
O=C1CCN(Cc2ccccc2)CC1.O=C1OC(c2ccccc2)(c2ccccc2)C2CNCCN12,C1CCOC1.CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.O.[Na+],O=C1OC(c2ccccc2)(c2ccccc2)C2CN(C3CCN(Cc4ccccc4)CC3)CCN12,reduction
Nc1ccc(OCc2ccccc2)cc1.O=C1Cc2ccccc2C1,CO.Cl.[BH3-]C#N.[Na+],c1ccc(COc2ccc(NC3Cc4ccccc4C3)cc2)cc1,reduction
CC=Cc1c(C(C)C)nn2ccccc12,CCO.[H][H],CCCc1c(C(C)C)nn2ccccc12,reduction
COCOc1cc(C(C)C)ccc1C(=O)O,C1CCOC1.CCOC(=O)Cl.CN1CCOCC1.CO.O=C=O.[BH4-].[Na+],COCOc1cc(C(C)C)ccc1CO,reduction
CC(C)(C)OC(=O)NCCC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,C1CCOC1.CC(C)COC(=O)Cl.CN1CCOCC1.O.[BH4-].[Na+],CC(C)(C)OC(=O)NCCC(CO)NC(=O)OCC1c2ccccc2-c2ccccc21,reduction
O=C(NCC(F)(F)F)C(c1ccccc1)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1,CO.[H][H].c1ccsc1,Nc1ccc(N2CCN(C(C(=O)NCC(F)(F)F)c3ccccc3)CC2)cc1,reduction
CCOC(=O)N1CCN(C(=O)C(CC(=O)OC(C)(C)C)NC(=O)c2cc(OCC(=O)N3CCCC3C(=O)OCc3ccccc3)n(-c3ccccc3)n2)CC1,CCOC(C)=O.[H][H],CCOC(=O)N1CCN(C(=O)C(CC(=O)OC(C)(C)C)NC(=O)c2cc(OCC(=O)N3CCCC3C(=O)O)n(-c3ccccc3)n2)CC1,reduction
COc1ccc(F)cc1[N+](=O)[O-],CO.[H][H],COc1ccc(F)cc1N,reduction
CNCc1cc([N+](=O)[O-])nn1C.O=C1COC1,CO.[BH3-]C#N.[Na+],CN(Cc1cc([N+](=O)[O-])nn1C)C1COC1,reduction
COc1ccc(C=O)cc1OC1CCCC1.Nc1cccc2nc(-c3cccc(Cl)c3)oc12,CO.[BH3-]C#N.[Na+],COc1ccc(CNc2cccc3nc(-c4cccc(Cl)c4)oc23)cc1OC1CCCC1,reduction
COC(Cc1ccc(NC2CCN(c3nc(-c4ccccc4)cs3)CC2)cc1)OC.CS(=O)(=O)Nc1cc(C(O)CN)ccc1O,CC#N.CC(=O)O.CO.C[Si](Cl)(Cl)Cl.ClCCl.[BH3-]C#N.[I-].[Na+].[Na+],CS(=O)(=O)Nc1cc(C(O)CNCCc2ccc(NC3CCN(c4nc(-c5ccccc5)cs4)CC3)cc2)ccc1O,reduction
O=Cc1cnc2cc3c(cc2c1)CC1(C3)C(=O)Nc2ncccc21,CO.ClCCl.[BH4-].[Na+],O=C1Nc2ncccc2C12Cc1cc3cc(CO)cnc3cc1C2,reduction
C1CCNCC1.NC(=O)c1ccc(Oc2ccc(C=O)cc2)nc1,CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.CO.ClCCCl.ClCCl.[Na+],NC(=O)c1ccc(Oc2ccc(CN3CCCCC3)cc2)nc1,reduction
COc1nccnc1C(C)=O.Fc1ccccc1OCC1CCNCC1,CC(C)[O-].CC(C)[O-].CC(C)[O-].CC(C)[O-].CCOC(C)=O.CO.O.[BH4-].[Na+].[Ti+4],COc1nccnc1C(C)N1CCC(COc2ccccc2F)CC1,reduction
COC(=O)C(C)(C)Cc1c(C(=O)c2ccccc2)c2cc(OC(=O)c3ccccc3)ccc2n1Cc1ccc(Cl)cc1,CC(Cl)Cl.[BH3-]C#N.[I-].[I-].[Na+].[Zn+2],COC(=O)C(C)(C)Cc1c(Cc2ccccc2)c2cc(OC(=O)c3ccccc3)ccc2n1Cc1ccc(Cl)cc1,reduction
CC(C)C(=O)Nc1nc2nc[nH]c2c(=O)[nH]1.COC(=O)CBr,CN(C)C=O.CO.O=C=O.[H-].[H][H].[Na+],COC(=O)Cn1cnc2c(=O)[nH]c(NC(=O)C(C)C)nc21,reduction
COc1cc(N2CCN(C(=O)Cn3nc(C(F)(F)F)c(Cl)c3C)CC2)c(C(C)=O)cc1Cl.[BH3-]C#N,C1CCOC1.CN.[Na+],CNC(C)c1cc(Cl)c(OC)cc1N1CCN(C(=O)Cn2nc(C(F)(F)F)c(Cl)c2C)CC1,reduction
CCOC(=O)C1=C(NC(C)c2ccccc2)CCCC1,CC#N.CC(=O)O.[BH4-].[Na+],CCOC(=O)C1CCCCC1NC(C)c1ccccc1,reduction
CCCCOCCOc1ccc(-c2ccc3c(c2)C=C(C(=O)OC)CCN3)cc1.O=CC1CC1,CC(=O)O[BH-](OC(C)=O)OC(C)=O.ClCCCl.O.O=C([O-])O.[Na+].[Na+],CCCCOCCOc1ccc(-c2ccc3c(c2)C=C(C(=O)OC)CCN3CC2CC2)cc1,reduction
CC(CN)c1ccccc1.Cn1c(=O)c(C=O)nc2ccccc21,ClCCl.O=C([O-])O.[BH3-]C#N.[Na+].[Na+],CC(CNCc1nc2ccccc2n(C)c1=O)c1ccccc1,reduction
CC(C)c1cc(OCCOCc2ccccc2)cc2c1C(=O)N(COC(=O)c1c(Cl)cccc1Cl)S2(=O)=O,CCOC(C)=O.CO.[H][H],CC(C)c1cc(OCCO)cc2c1C(=O)N(COC(=O)c1c(Cl)cccc1Cl)S2(=O)=O,reduction
CC1(C)CC(=O)OC(=O)C1,C1CCOC1.[BH4-].[Na+],CC1(C)CCOC(=O)C1,reduction
Cc1cc(OC(=O)c2ccccc2)cc(Cl)c1OCc1ccccc1,C.CCOC(C)=O.[H][H].[Pd],Cc1cc(OC(=O)c2ccccc2)cc(Cl)c1O,reduction
CCc1c(OCc2ccccc2)c(=O)ccn1CCCCO.Cl,CCO.CCc1c(O)c(=O)ccn1CCCO.O.[H][H],CCc1c(O)c(=O)ccn1CCCCO,reduction
OC1(Cc2ccccc2)CCN(Cc2ccccc2)CC1,CCO.[H][H],OC1(Cc2ccccc2)CCNCC1,reduction
Nc1cc2c(cc1[N+](=O)[O-])CC1(C2)C(=O)Nc2ncccc21,CCOC(C)=O.CO.[H][H],Nc1cc2c(cc1N)CC1(C2)C(=O)Nc2ncccc21,reduction
CC(C)(C)OC(=O)N(Cc1ccc2c(c1)OCCO2)C1CCNCC1.O=CCn1c(=O)cnc2ccc(F)cc21,CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.ClC(Cl)Cl.O=C([O-])O.[Na+].[Na+],CC(C)(C)OC(=O)N(Cc1ccc2c(c1)OCCO2)C1CCN(CCn2c(=O)cnc3ccc(F)cc32)CC1,reduction
CCOC(=O)C(Cc1cccc(OC(F)(F)C(F)F)c1)C(=O)c1cccc(F)c1,CCOCC.Cl.O.[BH4-].[Cl-].[Cl-].[Na+].[Zn+2],CCOC(=O)C(Cc1cccc(OC(F)(F)C(F)F)c1)C(O)c1cccc(F)c1,reduction
CC(C)CC(C(=O)NOCc1ccccc1)N(Cc1ccccc1)P(C)(=O)c1ccccc1,CCCCCC.CCOC(C)=O.CO.[H][H],CC(C)CC(C(=O)NO)N(Cc1ccccc1)P(C)(=O)c1ccccc1,reduction
NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1.O=Cc1cc2ccccc2nc1N1CCN(CC2CCCCC2)CC1,CC(=O)O.CO.[BH3-]C#N.[Na+],FC(F)(F)c1cc(CNCc2cc3ccccc3nc2N2CCN(CC3CCCCC3)CC2)cc(C(F)(F)F)c1,reduction
COc1c(OC(C)=O)cc(C(=O)O)cc1[N+](=O)[O-],CCO.CO.Cl.[H][H],COc1c(N)cc(C(=O)O)cc1OC(C)=O,reduction
O=Cc1cc2c(c(F)c1F)OCO2,CO.[BH4-].[Na+],OC1OCOc2ccc1c(F)c2F,reduction
CCOC(=O)C1CC1C=O.NC(c1ccccc1)(c1ccccc1)c1ccccc1,CO.O=S(=O)([O-])[O-].[BH3-]C#N.[Mg+2].[Na+],CCOC(=O)C1CC1CNC(c1ccccc1)(c1ccccc1)c1ccccc1,reduction
Cc1c(-c2ccccc2)oc2c(C=O)cccc2c1=O.NCCO,CO.[BH3-]C#N.[Cl-].[Cl-].[Na+].[Zn+2],Cc1c(-c2ccccc2)oc2c(CNCCO)cccc2c1=O,reduction
CC1CN=C(c2ccc(C(F)(F)F)cc2)c2ccccc21,CO.[BH4-].[Na+],CC1CNC(c2ccc(C(F)(F)F)cc2)c2ccccc21,reduction
CCCCCCCCC=CC1(C)OOC2CC1CC(=O)C2C,CCOC(C)=O.[H][H],CCCCCCCCCCC1(C)OOC2CC1CC(=O)C2C,reduction
C1COCCN1.O=Cc1cc2c(Oc3ccc(NC(=O)Nc4ccc(F)cc4)cc3)ncnc2[nH]1,C1CCOC1.CC(=O)O[BH-](OC(C)=O)OC(C)=O,O=C(Nc1ccc(F)cc1)Nc1ccc(Oc2ncnc3[nH]c(CN4CCOCC4)cc23)cc1,reduction
COC(=O)c1ccc2ccn(C(C)C)c2c1,C1CCOC1.[BH4-].[Li+],CC(C)n1ccc2ccc(CO)cc21,reduction
C[N+](=O)[O-].O=Cc1ccc(COc2ccccc2)nc1,CC(=O)OC(C)=O.CCN(CC)CC.CCOC(C)=O.CO.C[O-].O.[BH4-].[Li+].[Na+],O=[N+]([O-])CCc1ccc(COc2ccccc2)nc1,reduction
Cc1oc(-c2ccccc2)nc1COc1ccccc1C=O,C1CCOC1.O.[BH4-].[Na+],Cc1oc(-c2ccccc2)nc1COc1ccccc1CO,reduction
Cc1n[nH]cc1C=O.Cl.c1ccc(-c2nccnc2N2CCNCC2)cc1,C1CCOC1.CC#N.CC(=O)O[BH-](OC(C)=O)OC(C)=O.Cl.Cl.ClCCl.[Na+].[Na+].[OH-],Cc1n[nH]cc1CN1CCN(c2nccnc2-c2ccccc2)CC1,reduction
COc1ccc2cc(C3=CCN(Cc4ccccc4)CC3)ccc2c1,C1CCOC1.CCOC(C)=O.O=[Pt].[H][H],COc1ccc2cc(C3CCN(Cc4ccccc4)CC3)ccc2c1,reduction
CCOC(=O)Cc1ccccc1Oc1ccc(CBr)cc1.CCc1cc(=O)c2c([nH]1)CCCC2,CN(C)C=O.O.[H-].[H][H].[Na+],CCOC(=O)Cc1ccccc1Oc1ccc(COc2cc(CC)nc3c2CCCC3)cc1,reduction
COCCOc1cccc(F)c1[N+](=O)[O-],CCO.[H][H],COCCOc1cccc(F)c1N,reduction
CC(C)(C)[Si](C)(C)OC1CN(C(=O)c2cc3nccc(Oc4ccc([N+](=O)[O-])cc4F)c3s2)C1,C1CCOC1.CO.[BH4-].[Na+],CC(C)(C)[Si](C)(C)OC1CN(C(=O)c2cc3nccc(Oc4ccc(N)cc4F)c3s2)C1,reduction
CC(=O)O.CCCCc1nnc(OC2CCNCC2CO)cc1-c1ccc(OC2CCCCC2)cc1,CC(=O)O[BH-](OC(C)=O)OC(C)=O.Cl.Cl.ClCCl.[Na+],CCCCc1nnc(OC2CCN(C)CC2CO)cc1-c1ccc(OC2CCCCC2)cc1,reduction
Cc1cc(C(=O)N2Cc3cnn(C)c3Nc3ccccc32)ccc1CCC(=O)N1CCC(=O)CC1.NCCN1CCOCC1,CC(=O)O[BH-](OC(C)=O)OC(C)=O.CN(C)C=O.ClCCCl.[Na+],Cc1cc(C(=O)N2Cc3cnn(C)c3Nc3ccccc32)ccc1CCC(=O)N1CCC(NCCN2CCOCC2)CC1,reduction
CC(C)(C)C=O.O=C(NC(CNCC(Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1)OCc1cncs1,CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.ClCCCl.O=C([O-])O.[Na+].[Na+],CC(C)(C)CN(CC(Cc1ccccc1)NC(=O)OCc1cncs1)CC(Cc1ccccc1)NC(=O)OCc1cncs1,reduction
CC(C)(C)OC(=O)N1C2CCC1CC(=O)C2,CCO.[BH4-].[Na+],CC(C)(C)OC(=O)N1C2CCC1CC(O)C2,reduction
CCCCCCCCCCCCCCCCCC(=O)NC(C(=O)OCC)C(O)CCCCCCCCCCCCCCC,O.[BH4-].[Na+],CCCCCCCCCCCCCCCCCC(=O)NC(CO)C(O)CCCCCCCCCCCCCCC,reduction
O=C1CC2(CN1)CC(=O)c1cc(Cl)ccc12,CO.O.[BH4-].[Na+],O=C1CC2(CN1)CC(O)c1cc(Cl)ccc12,reduction
N#Cc1ccc(C=O)c(F)c1,CO.[BH4-].[Na+],N#Cc1ccc(CO)c(F)c1,reduction
CC1(C)Cc2ccccc2C(c2cnc3ccccc3c2)=N1,CCO.O.[BH4-].[Na+],CC1(C)Cc2ccccc2C(c2cnc3ccccc3c2)N1,reduction
C1COCCN1.O=C1CCC2(CC1)OCCO2,CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.ClCCCl.[Na+],C1CN(C2CCC3(CC2)OCCO3)CCO1,reduction
CCOC(=O)c1cc2cc([N+](=O)[O-])ccc2[nH]1,CO.O.O=C(n1ccnc1)n1ccnc1.[BH4-].[K+].[Na+].[OH-],O=[N+]([O-])c1ccc2[nH]c(CO)cc2c1,reduction
CC=CC=CC(=O)CC(O)CC(=O)OC,C1CCOC1.CCB(CC)CC.CO.[BH4-].[Na+],CC=CC=CC(O)CC(O)CC(=O)OC,reduction
Cc1cc(C)cc(-c2[nH]c3ccc(C(=O)N4CCOCC4)cc3c2CCN(CCCCc2ccc(NS(C)(=O)=O)cc2)C(=O)OCc2ccccc2)c1,COCCO.[H][H].[OH-].[OH-].[Pd+2],Cc1cc(C)cc(-c2[nH]c3ccc(C(=O)N4CCOCC4)cc3c2CCNCCCCc2ccc(NS(C)(=O)=O)cc2)c1,reduction
N#Cc1ccc(CCC2CCC(C=O)CC2)cc1,[BH4-].[Na+],N#Cc1ccc(CCC2CCC(CO)CC2)cc1,reduction
O=C1c2ccccc2C(=O)N1c1ccc([N+](=O)[O-])c(S(F)(F)(F)(F)F)c1,CO.[H][H],Nc1ccc(N2C(=O)c3ccccc3C2=O)cc1S(F)(F)(F)(F)F,reduction
CCOC=NC1=C(C#N)C(c2ccc(Cl)c([N+](=O)[O-])c2)c2ccc3ccccc3c2O1,C1CCOC1.Cl.O.[BH4-].[Na+],CNC1=C(C#N)C(c2ccc(Cl)c([N+](=O)[O-])c2)c2ccc3ccccc3c2O1,reduction
CCCn1c(=O)c2[nH]c(C3C4CCC3C(=O)C4)nc2n(CCC)c1=O,CO.[BH4-].[Na+],CCCn1c(=O)c2[nH]c(C3C4CCC3C(O)C4)nc2n(CCC)c1=O,reduction
CC=NC(CCC)(CCC)CCC,CO.[BH4-].[Na+].[Na+].[OH-],CCCC(CCC)(CCC)NCC,reduction
Clc1cccc(C2CCCNC2)c1.NC(=O)c1ccc(Oc2ccc(C=O)cc2)nc1,CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.ClCCCl.O=C(O)C=CC(=O)O.[Na+],NC(=O)c1ccc(Oc2ccc(CN3CCCC(c4cccc(Cl)c4)C3)cc2)nc1,reduction
O=C(NCCC1CC1)c1ccc(C2=CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nc1,CO.[H][H],O=C(NCCC1CC1)c1ccc(C2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nc1,reduction
O=C(O)c1ccc(-n2ncc3c(=O)n(-c4ccc(Cl)cc4)c(-c4ccc(Cl)cc4Cl)nc32)cc1,C1CCOC1.CC(C)COC(=O)Cl.O.[BH4-].[Na+],O=c1c2cnn(-c3ccc(CO)cc3)c2nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Cl)cc1,reduction
C=CCC(C)(O)c1ccccc1.O=[O+][O-],ClCCl.[BH4-].[Na+],CC(O)(CCO)c1ccccc1,reduction
COc1cc(C=C2CC3C4CCc5cc(O)ccc5C4CCC3(C)C2=O)cc(OC)c1OC,C1CCOC1.CCOC(C)=O.CO.O.[BH4-].[Na+],COc1cc(C=C2CC3C4CCc5cc(O)ccc5C4CCC3(C)C2O)cc(OC)c1OC,reduction
CCc1cc2c(=O)n(CC(=O)c3ccc(OC)cc3)c(=O)n(Cc3ccc(-c4ccccc4-c4noc(=O)[nH]4)cc3F)c2s1,CO.[BH4-].[Na+],CCc1cc2c(=O)n(CC(O)c3ccc(OC)cc3)c(=O)n(Cc3ccc(-c4ccccc4-c4noc(=O)[nH]4)cc3F)c2s1,reduction
COc1cc(C=O)ccc1OCc1nc(-c2cccnc2)oc1C,C1CCOC1.O.[BH4-].[Na+],COc1cc(CO)ccc1OCc1nc(-c2cccnc2)oc1C,reduction
CN=Cc1cccc(OCCO[Si](C)(C)C(C)(C)C)c1,CCO.[BH4-].[Na+],CNCc1cccc(OCCO[Si](C)(C)C(C)(C)C)c1,reduction
CC(=O)CCc1c[nH]c2ccccc12.[BH3-]C#N,CC(=O)[O-].CO.[NH4+].[Na+],CC(N)CCc1c[nH]c2ccccc12,reduction
CCC(=O)c1cc2c(=O)n(NS(C)(=O)=O)c(=O)[nH]c2cc1C(F)(F)F,C1CCOC1.CCOC(C)=O.CO.Cl.O.[BH4-].[Na+],CCC(O)c1cc2c(=O)n(NS(C)(=O)=O)c(=O)[nH]c2cc1C(F)(F)F,reduction
O=Cc1ccc2c(c1)C13CC2c2ccccc2C1CN(CC1CCCC1)C3,CC(=O)O.[H][H].[O-][Cl+3]([O-])([O-])O,Cc1ccc2c(c1)C13CC2c2ccccc2C1CN(CC1CCCC1)C3,reduction
N#CCc1ccc(OCc2ccccc2)c([N+](=O)[O-])c1,CO.[H][H],N#CCc1ccc(OCc2ccccc2)c(N)c1,reduction
CC(C)(C)CC=O.NCC1CCCc2c(Oc3ccc(C(N)=O)cn3)cccc21,[BH4-].[Na+],CC(C)(C)CCNCC1CCCc2c(Oc3ccc(C(N)=O)cn3)cccc21,reduction
Cc1c(F)c([N+](=O)[O-])cc2oc(=O)[nH]c12,CCO.[H][H],Cc1c(F)c(N)cc2oc(=O)[nH]c12,reduction
Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1NC(=O)c1cccc([N+](=O)[O-])c1,CO.[H][H],Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1NC(=O)c1cccc(N)c1,reduction
O=C1OCCCN1c1ccc([N+](=O)[O-])cc1,CO.[H][H],Nc1ccc(N2CCCOC2=O)cc1,reduction
COc1cc(N2CCC3(CC2)OCCO3)c(C)cc1[N+](=O)[O-].FC1CCNC1,CC#N.CC(=O)O[BH-](OC(C)=O)OC(C)=O.COc1cc(N2CCC(=O)CC2)c(C)cc1[N+](=O)[O-].Cc1ccc(S(=O)(=O)O)cc1.Cl.O.O.O=C([O-])[O-].[K+].[K+].[Na+],COc1cc(N2CCC(N3CCC(F)C3)CC2)c(C)cc1[N+](=O)[O-],reduction
NCc1cccc(Cl)c1.O=C1Nc2cc(CCO)c(Cl)cc2C2CCCC12,C1CCOC1.CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.CCN(CC)CC.CCOC(C)=O.CS(C)=O.ClCCCl.ClCCl.O=C(Cl)C(=O)Cl.[Na+],O=C1Nc2cc(CCNCc3cccc(Cl)c3)c(Cl)cc2C2CCCC12,reduction
NCc1ccc(F)cc1F.O=CC1CCCCC1,CC(=O)O.CO.O.[BH3-]C#N.[Na+],Fc1ccc(CNCC2CCCCC2)c(F)c1,reduction
CCC(=O)Nc1ccc(OC)c([N+](=O)[O-])c1,CO.N.O.[H][H],CCC(=O)Nc1ccc(OC)c(N)c1,reduction
COC(=O)CC(c1ccccc1)C(C#N)C(=O)OC,CO.Cl.Cl[Co]Cl.[BH4-].[Na+],COC(=O)C1CNC(=O)CC1c1ccccc1,reduction
CCC=O.O=C(Oc1ccc(Br)c(F)c1)c1ccc([N+](=O)[O-])cc1,Cc1ccccc1.O=[Pt].[H][H],CCCNc1ccc(C(=O)Oc2ccc(Br)c(F)c2)cc1,reduction
COc1cc(N2CCOC2=O)cc(C=O)c1OCCCN1CCN(c2cccc3sccc23)CC1.Cl,Cl.Cl.[BH4-].[K].[Na+].[Na+].[OH-],COc1cc(N2CCOC2=O)cc(CO)c1OCCCN1CCN(c2cccc3sccc23)CC1,reduction
COc1cc(CC#N)ccc1[N+](=O)[O-].O=C(Cl)c1cccc(C(F)(F)F)c1,CCN(C(C)C)C(C)C.CCOC(C)=O.ClCCl.O.[H][H],COc1cc(CC#N)ccc1NC(=O)c1cccc(C(F)(F)F)c1,reduction
CC(C)N.Cc1c(C=O)ncn1C(c1ccccc1)(c1ccccc1)c1ccccc1,CO.Cl.O.[BH3-]C#N.[Na+],Cc1c(CNC(C)C)ncn1C(c1ccccc1)(c1ccccc1)c1ccccc1,reduction
NC1COCCn2c1nc(-c1ccncn1)cc2=O.O=Cc1ccccc1,CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.ClCCl.[Na+],O=c1cc(-c2ccncn2)nc2n1CCOCC2NCc1ccccc1,reduction
CN1CCNCC1.O=Cc1cc2nc(-c3cccc4[nH]ncc34)nc(N3CCOCC3)c2s1,CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.ClCCCl.ClCCl.O=C([O-])O.[Na+].[Na+],CN1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,reduction
CC(N)(CN)c1cccc(Cl)c1.COC(=O)C12CC3CC(C1)C(=O)C(C3)C2,CC(=O)O.CCO.O.[BH4-].[Na+],COC(=O)C12CC3CC(C1)C(NCC(C)(N)c1cccc(Cl)c1)C(C3)C2,reduction
CC(C)(C)OC(=O)N1CCC(=O)CC1.NC1CCCc2cccnc21,C1CCOC1.CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.[Na+],CC(C)(C)OC(=O)N1CCC(NC2CCCc3cccnc32)CC1,reduction
CCC=O.NC1Cc2cccc3[nH]c(=O)n(c23)C1,CO.C[O-].ClC(Cl)Cl.[BH3-]C#N.[Na+].[Na+],CCCNC1Cc2cccc3[nH]c(=O)n(c23)C1,reduction
CC(=O)Nc1cccc(N)c1.CC(C)(C)OC(=O)N1CCC(=O)CC1,CC(C)O.[BH3-]C#N.[Na+],CC(=O)Nc1cccc(NC2CCN(C(=O)OC(C)(C)C)CC2)c1,reduction
CC(OCC1(c2ccccc2)CCNCC1)c1cc(C(F)(F)F)cc2c(C#N)n[nH]c12.[BH3-]C#N,C=O.CC#N.CC(=O)O.[Na+],CC(OCC1(c2ccccc2)CCN(C)CC1)c1cc(C(F)(F)F)cc2c(C#N)n[nH]c12,reduction
CCCC12CCC3=C(CCc4cc(OC)ccc43)C1=CCC21OCCO1,[H][H].[Pd].c1ccccc1,CCCC12CCC3=C(CCc4cc(OC)ccc43)C1CCC21OCCO1,reduction
CC(C)(C)OC(=O)N1Cc2ccccc2C(N)C1.CC(C)C=O,CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.CC(Cl)Cl.O=C([O-])O.[Na+].[Na+],CC(C)CNC1CN(C(=O)OC(C)(C)C)Cc2ccccc21,reduction
CCCCCCC(C)(C)c1ccc(C2CC(=O)CCN2C(=O)OCC)c(OCc2ccccc2)c1,C1CCOC1.CO.[BH4-].[Na+],CCCCCCC(C)(C)c1ccc(C2CC(O)CCN2C(=O)OCC)c(OCc2ccccc2)c1,reduction
CCCCOc1ncc(C(C)=O)cc1-c1nc2c(CC)n(C3CCN(C(C)=O)CC3)nc2c(=O)[nH]1,CO.[BH4-].[Na+],CCCCOc1ncc(C(C)O)cc1-c1nc2c(CC)n(C3CCN(C(C)=O)CC3)nc2c(=O)[nH]1,reduction
COC(=O)C(N)CC(C)C.O=Cc1ccccc1,CC(=O)[O-].CO.Cl.O=C([O-])O.[BH3-]C#N.[Na+].[Na+].[Na+],COC(=O)C(CC(C)C)NCc1ccccc1,reduction
COc1cc(C(N)=O)c([N+](=O)[O-])cc1OC,O.O=[Pt]=O.[H][H],COc1cc(N)c(C(N)=O)cc1OC,reduction
NC1CCNC1=O.O=Cc1ccc(OCc2cccc(F)c2)cc1,CO.CS(=O)(=O)O.[BH3-]C#N.[Na+],O=C1NCCC1NCc1ccc(OCc2cccc(F)c2)cc1,reduction
CCNC(=O)Nc1nc(C)c(-c2cccc([N+](=O)[O-])c2)s1,C1CCOC1.CCOC(C)=O.[H][H],CCNC(=O)Nc1nc(C)c(-c2cccc(N)c2)s1,reduction
O=C(O)c1cncc(Br)c1,C1CCOC1.CCOC(=O)Cl.CO.[BH4-].[Na+],OCc1cncc(Br)c1,reduction
C=CCOC(=O)NC(CC1CC(SC(c2ccccc2)(c2ccccc2)c2ccccc2)CN1C(=O)OCC=C)C(=O)OC,C1CCOC1.CCO.O=C(O)CC(O)(CC(=O)O)C(=O)O.[BH4-].[Cl-].[Li+].[Na+],C=CCOC(=O)NC(CO)CC1CC(SC(c2ccccc2)(c2ccccc2)c2ccccc2)CN1C(=O)OCC=C,reduction
CCCc1ccccc1.O=C1CCC(=O)O1,CC(=O)O.O=[N+]([O-])c1ccccc1.[Al+3].[Cl-].[Cl-].[Cl-].[H][H],CCCc1ccc(CCCC(=O)O)cc1,reduction
O=C(Nc1ccc([N+](=O)[O-])cc1O)OCc1ccccc1,CCO.[H][H],Nc1ccc(NC(=O)OCc2ccccc2)c(O)c1,reduction
CC(C)(C)OC(=O)N1CCCC1C=O.CNC,CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.CCO.ClCCl.[Na+],CN(C)CC1CCCN1C(=O)OC(C)(C)C,reduction
O=Cc1nc(Cl)cc(NCCc2ccc(Cl)cc2Cl)n1,CO.O.[BH4-].[Na+],OCc1nc(Cl)cc(NCCc2ccc(Cl)cc2Cl)n1,reduction
O=C1CCN(Cc2ccccc2)CC1Cc1ccccc1,CO.[BH4-].[Na+],OC1CCN(Cc2ccccc2)CC1Cc1ccccc1,reduction
CC1(C)CNc2cc([N+](=O)[O-])ccc21,CCOC(C)=O.[H][H],CC1(C)CNc2cc(N)ccc21,reduction
O=C1CCN(C(c2ccccc2)(c2ccccc2)c2ccccc2)CC1=Cc1ccn(Cc2cscn2)n1,CCOC(C)=O.CO.O.[BH4-].[Na+],OC1CCN(C(c2ccccc2)(c2ccccc2)c2ccccc2)CC1=Cc1ccn(Cc2cscn2)n1,reduction
CCOC(=O)C1Oc2cccc(OC)c2C=C1C=O.COC(=O)C(N)CC(C)C,CC(=O)O.CO.[BH3-]C#N.[Na+],CCOC(=O)C1Oc2cccc(OC)c2C=C1CNC(CC(C)C)C(=O)OC,reduction
CCOC(=O)C(=O)c1cc(Cl)cn1CCOC(C)=O,CC(=O)O.CO.ClC(Cl)(Cl)Cl.O.[BH4-].[Na+],CCOC(=O)C(O)c1cc(Cl)cn1CCOC(C)=O,reduction
CCCCCCn1c(=O)c2c(ncn2CCCCC(C)=O)n(C)c1=O,CC(=O)O.CO.[BH4-].[Na+],CCCCCCn1c(=O)c2c(ncn2CCCCC(C)O)n(C)c1=O,reduction
